"","original_title","id","release_date","Actor","actorMovieCount","runtime","ProductionBudget","DomesticGross","quarter","animation","comedy","family","adventure","fantasy","romance","drama","action","crime","thriller","horror","history","mystery","war","music","documentary","western","scifi"
"2080","the ten","13173",2007-08-03,"paulrudd",2,96,5250000,769726,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460","daddy day camp","14144",2007-08-08,"cubagoodingjr",5,89,6e+06,13235267,"Q3",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"522","doctor strange","14830",2007-08-14,"brycejohnson",1,76,1.65e+08,232641920,"Q4",1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"601","eye of the dolphin","46849",2007-08-24,"carlyschroeder",1,100,2500000,72210,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"639","flawless","13195",2007-09-01,"demimoore",4,108,2.7e+07,4485485,"Q4",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"17","3 10 to yuma","5176",2007-09-06,"russellcrowe",6,122,4.8e+07,53606916,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"552","eastern promises","2252",2007-09-14,"naomiwatts",2,100,5e+07,17181265,"Q3",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"2062","the sitter","39824",2007-09-16,"gailogrady",1,90,2.5e+07,30542576,"Q4",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"588","everybody wants to be italian","12818",2007-09-18,"jayjablonski",1,105,3e+06,351416,"Q3",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1546","slacker uprising","13516",2007-09-27,"michaelmoore",4,102,2e+06,34513500.7541806,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1203","my name is bruce","1961",2007-10-01,"brucecampbell",1,86,1500000,173066,"Q4",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2284","why did i get married ","17202",2007-10-12,"tylerperry",4,113,1.5e+07,55204525,"Q4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1104","martian child","5126",2007-11-02,"johncusack",7,106,2.7e+07,7500310,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"896","in the name of the king a dungeon siege tale","2312",2007-11-29,"jasonstatham",4,127,6e+07,4775656,"Q1",0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"265","blonde ambition","15017",2007-12-21,"jessicasimpson",1,93,1e+07,6422,"Q4",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"52","adoration","8895",2008-01-01,"devonbostick",1,100,4e+06,294244,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1071","lovely still","51384",2008-01-01,"martinlandau",2,92,5e+06,127564,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1713","the black hole","105759",2008-01-01,"napoleonryan",1,3,2e+07,35841901,"Q4",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2232","vice","14252",2008-01-01,"michaelmadsen",2,99,6e+07,47836282,"Q4",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"1165","monster","16309",2008-01-18,"erinevans",1,86,5e+06,34469210,"Q4",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"190","baghead","5759",2008-01-21,"rosspartridge",1,84,2e+05,140016,"Q2",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"368","changeling","3580",2008-01-30,"angelinajolie",4,141,5.5e+07,35739802,"Q4",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"2255","welcome home roscoe jenkins","13490",2008-02-08,"martinlawrence",6,114,27500000,42436517,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"84","all the boys love mandy lane","9022",2008-02-15,"amberheard",1,90,750000,34513500.7541806,"Q4",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"1530","signs","53214",2008-03-10,"kestiemorassi",1,12,70702619,227969295,"Q3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"987","knock knock","18932",2008-03-14,"nicoleabisinio",1,92,2e+06,36336,"Q2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1380","race","19658",2008-03-20,"saifalikhan",1,161,5e+06,19115191,"Q1",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"1010","leatherheads","4942",2008-03-24,"georgeclooney",6,114,5.8e+07,31373938,"Q2",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1396","redbelt","12400",2008-04-07,"chiwetelejiofor",1,99,7e+06,2344847,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"330","ca h","13652",2008-04-23,"jeandujardin",1,100,7e+06,46488,"Q1",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2173","trucker","29406",2008-04-24,"michellemonaghan",2,90,1500000,52429,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2053","the secrets of jonathan sperry","39401",2008-04-27,"gavinmacleod",1,96,1e+06,1355079,"Q3",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1234","no man s land the rise of reeker","18616",2008-05-01,"stephenmartines",1,88,2e+06,34513500.7541806,"Q4",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"1000","lake mungo","27374",2008-06-17,"taliazucker",1,84,1100000,34513500.7541806,"Q1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2013","the poker house","63287",2008-06-20,"jenniferlawrence",1,93,1e+06,34513500.7541806,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1410","repo the genetic opera","14353",2008-07-18,"alexapenavega",2,98,8500000,140244,"Q4",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"105","american teen","13259",2008-07-25,"hannahbailey",1,95,5e+06,942441,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"287","bottle shock","13996",2008-08-06,"alanrickman",1,110,5e+06,4078607,"Q3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"47","adam resurrected","18516",2008-08-08,"jeffgoldblum",2,106,1e+07,34513500.7541806,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"858","hush","20034",2008-08-13,"williamash",1,91,1e+06,34513500.7541806,"Q2",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"644","fly me to the moon","13956",2008-08-15,"timcurry",1,84,2.5e+07,14543943,"Q3",1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"1929","the longshots","13579",2008-08-22,"icecube",7,94,2.3e+07,11511323,"Q3",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1443","rocknrolla","13809",2008-09-04,"markstrong",1,114,1.8e+07,5700626,"Q4",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"1139","middle of nowhere","19688",2008-09-06,"susansarandon",4,95,2e+05,236806,"Q4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"647","food inc ","18570",2008-09-07,"michaelpollan",1,94,1e+06,4417674,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"718","ghost town","12797",2008-09-19,"rickygervais",1,102,2e+07,13367624,"Q3",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"626","fireproof","14438",2008-09-26,"kirkcameron",1,122,5e+05,33456317,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1405","rejsen til saturn","16016",2008-09-26,"casperchristensen",1,90,2700000,34513500.7541806,"Q3",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1704","the betrayed","20055",2008-09-27,"melissageorge",1,98,3500000,34513500.7541806,"Q2",0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
"1406","religulous","13007",2008-10-01,"billmaher",1,101,2500000,13011160,"Q4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"117","an american carol","13948",2008-10-03,"kevinfarley",1,83,2e+07,7013191,"Q4",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","beverly hills chihuahua","14405",2008-10-03,"drewbarrymore",3,91,2e+07,94514402,"Q4",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2236","w ","10523",2008-10-17,"joshbrolin",4,131,25100000,25534493,"Q4",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"828","home","61222",2008-10-29,"isabellehuppert",2,98,1.3e+08,177397510,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1083","madagascar escape 2 africa","10527",2008-10-30,"benstiller",6,89,1.5e+08,180174880,"Q4",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1843","the haunting of molly hartley","14745",2008-10-31,"haleybennett",1,82,5e+06,13442412,"Q4",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"1953","the matador","85097",2008-11-20,"davidfandila",1,74,1e+07,12589255,"Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2186","twilight","8966",2008-11-20,"kristenstewart",1,122,3.7e+07,192769854,"Q4",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"1263","ong bak 2","16353",2008-12-04,"tonyjaa",1,98,1.5e+07,102458,"Q4",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"755","gran torino","13223",2008-12-09,"clinteastwood",11,116,2.5e+07,148095302,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"743","good","12410",2008-12-11,"viggomortensen",3,96,1.6e+07,31631,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"221","bedtime stories","10202",2008-12-24,"adamsandler",9,99,8e+07,110101975,"Q4",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"673","free style","39055",2008-12-24,"corbinbleu",1,94,1e+07,141108,"Q4",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"690","fuel","34696",2009-01-01,"willbeinbrink",1,95,2500000,174255,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1635","super capers","20177",2009-01-01,"justinwhalin",1,98,2e+06,30955,"Q1",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"305","bride wars","10521",2009-01-09,"annehathaway",4,89,3e+07,58715510,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1238","not easily broken","14834",2009-01-09,"<U+043C><U+043E><U+0440><U+0440><U+0438><U+0441><U+0447><U+0435><U+0441><U+0442><U+043D><U+0430><U+0442>",2,99,5e+06,10572742,"Q1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1961","the missing person","35219",2009-01-16,"michaelshannon",3,95,2e+06,17896,"Q4",0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"1826","the greatest","32395",2009-01-17,"piercebrosnan",10,99,6e+06,115862,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1815","the girlfriend experience","17680",2009-01-20,"sashagrey",1,77,1300000,695840,"Q2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"883","ink","24869",2009-01-23,"chriskelly",1,106,250000,34513500.7541806,"Q4",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1874","the international","4959",2009-02-03,"cliveowen",2,118,5e+07,25450527,"Q1",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"809","he s just not that into you","10184",2009-02-06,"benaffleck",10,129,4e+07,93953653,"Q1",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1201","my life in ruins","23049",2009-02-06,"niavardalos",2,95,1.7e+07,8677425,"Q2",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1218","next day air","18065",2009-02-06,"donaldfaison",1,84,3e+06,10027047,"Q2",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"1370","push","13455",2009-02-06,"dakotafanning",2,111,3.8e+07,31811527,"Q1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1981","the open road","24663",2009-02-07,"justintimberlake",1,90,1e+07,19716,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1085","madea goes to jail","15670",2009-02-16,"tylerperry",4,103,17500000,90508336,"Q1",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"478","dead like me life after death","14849",2009-02-17,"ellenmuth",1,87,5e+06,34513500.7541806,"Q1",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1621","street fighter the legend of chun li","15268",2009-02-27,"kristinkreuk",1,97,5e+07,8742261,"Q1",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"2306","wonder woman","15359",2009-03-03,"kerirussell",1,74,1.5e+08,412563408,"Q2",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1167","monsters vs aliens","15512",2009-03-19,"sethrogen",4,94,1.75e+08,198351526,"Q1",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1736","the city of your final destination","42819",2009-03-21,"nicholasblandullo",1,114,8300000,493296,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1102","margaret","43721",2009-03-26,"lindsayduncan",1,113,1.4e+07,47185,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"536","dragonball evolution","14164",2009-04-01,"chowyunfat",2,85,3e+07,9362785,"Q2",0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
"1245","observe and report","16991",2009-04-10,"sethrogen",4,86,1.8e+07,24007324,"Q2",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1778","the exploding girl","44770",2009-04-22,"zoekazan",1,80,40000,25572,"Q1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"527","don mckay","35689",2009-04-24,"thomashadenchurch",1,87,6e+06,13722,"Q2",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"1768","the eclipse","39563",2009-04-24,"ciaránhinds",1,88,3e+06,133411,"Q1",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"1821","the good guy","39037",2009-04-25,"alexisbledel",2,90,1e+07,100688,"Q1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1763","the devil s tomb","17577",2009-05-26,"cubagoodingjr",5,90,1e+07,34513500.7541806,"Q2",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
"899","into the storm","36465",2009-05-31,"brendangleeson",1,100,5e+07,47602194,"Q3",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"173","away we go","19255",2009-06-05,"johnkrasinski",1,98,2.1e+07,9451946,"Q2",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1467","saint john of las vegas","27023",2009-06-10,"stevebuscemi",3,84,2e+06,102645,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2264","whatever works","19265",2009-06-19,"larrydavid",1,92,1.5e+07,5306706,"Q2",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"867","ice age dawn of the dinosaurs","8355",2009-06-29,"rayromano",4,94,9e+07,196573705,"Q3",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411","coco","18955",2009-07-21,"gadelmaleh",1,95,1.75e+08,209726015,"Q4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","bran nue dae","38415",2009-08-09,"rockymckenzie",1,82,6750000,113568,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1823","the goods live hard sell hard","19905",2009-08-14,"jeremypiven",1,90,1e+07,15122676,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2038","the revenant","79896",2009-08-16,"chriswylde",1,110,1.35e+08,183637894,"Q4",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"881","inglourious basterds","16869",2009-08-18,"bradpitt",4,153,7e+07,120774594,"Q3",0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
"1524","shorts","25132",2009-08-21,"jimmybennett",1,89,2e+07,20919166,"Q3",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1785","the final destination","19912",2009-08-26,"bobbycampo",1,82,4e+07,66477700,"Q3",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"535","down terrace","42151",2009-09-01,"roberthill",1,89,30000,9812,"Q4",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"1913","the last station","36811",2009-09-04,"jamesmcavoy",3,112,1.8e+07,6617867,"Q1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"336","capitalism a love story","22074",2009-09-06,"michaelmoore",4,120,2e+07,14363397,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1569","soul kitchen","31175",2009-09-09,"adambousdoukos",1,99,4900000,276901,"Q2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"863","i can do bad all by myself","26367",2009-09-11,"tylerperry",4,113,1.9e+07,51733921,"Q3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1887","the joneses","41479",2009-09-13,"davidduchovny",4,96,1e+07,1475746,"Q2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2275","whip it","22798",2009-09-13,"ellenpage",2,111,1.5e+07,13077184,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1664","tanner hall","71866",2009-09-14,"rooneymara",1,96,3e+06,5073,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"63","ajami","24424",2009-09-17,"fouadhabash",1,120,1e+06,621859,"Q1",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"6","16 to life","91122",2009-09-19,"halleehirsh",1,118,1e+06,11574,"Q3",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"701","gentlemen broncos","22820",2009-09-30,"michaelangarano",1,89,9500000,115155,"Q4",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"149","a shine of rainbows","37206",2009-10-01,"connienielsen",1,101,6e+06,34513500.7541806,"Q1",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1101","mao s last dancer","33870",2009-10-01,"chicao",1,117,1.8e+07,4806750,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1133","meteor","65990",2009-10-09,"billycampbell",1,188,1.6e+07,8400000,"Q4",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"1957","the mighty macs","48620",2009-10-21,"carlagugino",1,102,7e+06,1891936,"Q4",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"54","after","39172",2009-10-23,"tristánulloa",1,102.936454849498,1.4e+07,12138565,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1136","michael jackson s this is it","13576",2009-10-28,"michaeljackson",1,111,6e+07,72091016,"Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"121","an education","24684",2009-10-29,"careymulligan",1,100,7500000,12574914,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"207","beauty and the beast","30844",2009-11-04,"estellawarren",1,90,2e+07,206333165,"Q4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2153","to save a life","41144",2009-11-05,"randywayne",1,120,5e+05,3777210,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1177","mother and child","37080",2009-11-07,"naomiwatts",2,125,7e+06,1110509,"Q2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1849","the horse boy","30979",2009-11-25,"simonbaroncohen",1,93,160000,156612,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"903","invictus","22954",2009-12-10,"morganfreeman",4,134,6e+07,37491364,"Q4",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"18","3 backyards","68412",2010-01-01,"ediefalco",1,88,3e+05,39475,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"30","8 the mormon proposition","40428",2010-01-01,"rockymayoranderson",1,80,2500000,100280,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2073","the spy next door","23172",2010-01-15,"ambervalletta",1,94,2.8e+07,24307106,"Q1",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"266","blood done sign my name","41894",2010-02-01,"nataliealynlind",1,102.936454849498,1e+07,109383,"Q1",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"709","get out","130627",2010-02-01,"jacquesbriere",1,7,5e+06,176040665,"Q1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"864","icarus","35402",2010-02-09,"samanthaferris",1,88,6e+06,34513500.7541806,"Q1",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"2220","valentine s day","32856",2010-02-10,"jessicaalba",4,125,5.2e+07,110485654,"Q1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1150","mine vaganti","40794",2010-02-12,"nicolegrimaudo",1,110,9100000,34513500.7541806,"Q2",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1897","the killer inside me","37414",2010-02-19,"caseyaffleck",5,109,1.3e+07,217277,"Q2",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"1280","our family wedding","34563",2010-03-12,"forestwhitaker",2,103,1.4e+07,20255281,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"433","contagion","49830",2010-03-29,"vinniebilancio",1,90,6e+07,75658097,"Q3",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
"2285","why did i get married too ","35688",2010-04-02,"tylerperry",4,121,2e+07,60095852,"Q2",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"953","joy","58396",2010-04-08,"samiramaas",1,102.936454849498,6e+07,56451232,"Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1024","letters to god","35691",2010-04-09,"robynlively",1,110,3e+06,2848587,"Q2",0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"613","fat sick nearly dead","72914",2010-04-16,"joecross",1,97,2600000,34513500.7541806,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2224","vampires","65997",2010-04-17,"carloferrante",1,88,2e+07,20268825,"Q4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1200","my girlfriend s boyfriend","46198",2010-04-22,"alyssamilano",1,84,1400000,34513500.7541806,"Q2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1362","princess kaiulani","39806",2010-05-14,"qoriankakilcher",1,130,9e+06,883887,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2320","you will meet a tall dark stranger","38031",2010-05-23,"gemmajones",1,98,1.5e+07,3247816,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1209","nannerl la soeur de mozart","62116",2010-06-09,"marieféret",1,120,4500000,707885,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"910","i spit on your grave","43947",2010-06-17,"sarahbutler",1,108,1750000,93051,"Q4",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"2219","vacation ","112963",2010-06-20,"triestekellydunn",1,90,3.1e+07,58884188,"Q3",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"762","grown ups","38365",2010-06-24,"adamsandler",9,102,7.5e+07,162001186,"Q2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1072","love ranch","39845",2010-06-30,"helenmirren",4,117,2.5e+07,137885,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1016","legend of the guardians the owls of ga hoole","41216",2010-07-10,"emilybarclay",1,97,1e+08,55675313,"Q3",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2069","the sorcerer s apprentice","27022",2010-07-13,"nicolascage",8,109,1.6e+08,63150991,"Q3",0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"110","amigo","72913",2010-07-14,"chriscooper",2,128,1500000,184705,"Q3",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"1593","standing ovation","55567",2010-07-16,"kaylajackson",1,105,5600000,531806,"Q3",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"515","dinner for schmucks","38778",2010-07-30,"stevecarell",3,114,6.9e+07,73026337,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1605","step up 3d","41233",2010-08-04,"rickmalambri",1,107,3e+07,42400223,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1066","lottery ticket","41382",2010-08-20,"shadmoss",2,99,1.7e+07,24719879,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1491","secretariat","39486",2010-08-20,"dianelane",1,123,3.5e+07,59699513,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2104","the virginity hit","42889",2010-09-10,"mattbennett",1,120,2e+06,636706,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"888","insidious","49018",2010-09-13,"patrickwilson",4,103,1500000,54009150,"Q2",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"350","casino jack","45324",2010-09-16,"kevinspacey",4,108,12500000,2039869,"Q4",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"664","freakonomics","43942",2010-10-01,"zoesloane",1,93,2900000,101270,"Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1611","stone","44113",2010-10-07,"francesconroy",1,105,2.2e+07,1810078,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"806","hereafter","44603",2010-10-15,"mattdamon",5,129,5e+07,32746941,"Q4",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1542","skyline","42684",2010-11-11,"ericbalfour",1,100,1e+07,21416355,"Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2141","tiny furniture","47607",2010-11-12,"lenadunham",1,99,50000,391674,"Q4",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"81","all good things","46503",2010-12-03,"ryangosling",4,101,2e+07,582024,"Q4",0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0
"2314","yogi bear","41515",2010-12-11,"danaykroyd",2,80,8e+07,100246011,"Q4",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
