"","id","budget","1st genre","original_title","1st production company","release_date","revenue","runtime","cleaned title"
"35619","12135","0","drama","linkeroever","Caviar Films",2008-03-26,0,102,"linkeroever"
"35621","61935","0","romance","zot van a",NA,2010-10-20,3082901,120,"zotvana"
"35622","17486","0","drama","sœur sourire","Océanic Films",2009-04-29,0,120,"sœursourire"
"35623","69740","0",NA,"smoorverliefd",NA,2010-12-08,0,90,"smoorverliefd"
"35624","123005","0",NA,"allez eddy ",NA,2012-03-28,0,100,"allezeddy"
"35626","42748","0","drama","bo","Caviar Films",2010-02-10,0,100,"bo"
"35627","60775","0","drama","adem","A Private View",2010-09-08,0,98,"adem"
"35628","22034","0","drama","de hel van tanger","Skyline Film & Television",2006-03-15,0,105,"dehelvantanger"
"35629","150041","0","comedy","brasserie romantiek","A Private View",2012-12-18,0,102,"brasserieromantiek"
"35630","66066","0","comedy","verlengd weekend",NA,2005-10-12,0,93,"verlengdweekend"
"35632","80469","0","drama","groenten uit balen",NA,2011-12-14,0,110,"groentenuitbalen"
"35633","56950","0","comedy","frits en freddy",NA,2010-12-08,0,89,"fritsenfreddy"
"35635","20388","0","horror","de indringer","Skyline Film & Television",2005-03-16,0,110,"deindringer"
"35637","17902","0","drama","windkracht 10 koksijde rescue",NA,2006-01-01,0,0,"windkracht10koksijderescue"
"35638","53103","0","drama","my queen karo","Eurimages",2009-10-28,0,101,"myqueenkaro"
"35639","80153","0","drama","code 37","Menuet",2011-10-26,0,100,"code37"
"35640","210320","0","adventure","science fiction","B&T Film",2002-09-28,0,90,"sciencefiction"
"35641","209414","0","drama","de kus",NA,2004-11-17,0,100,"dekus"
"35642","139270","0","drama","little black spiders",NA,2012-09-19,0,90,"littleblackspiders"
"35643","10509","0","drama","buitenspel",NA,2005-12-21,0,77,"buitenspel"
"35644","52738","0","comedy","man zkt vrouw",NA,2007-08-08,0,107,"manzktvrouw"
"35645","22454","0","comedy","dirty mind",NA,2009-01-28,0,103,"dirtymind"
"35646","141145","0","drama","kid",NA,2013-01-16,0,90,"kid"
"35647","73628","0","drama","turquaze",NA,2010-09-29,0,0,"turquaze"
"35649","164366","0","comedy","frits franky","Independent Productions",2013-02-04,0,0,"fritsfranky"
"35653","374698","0",NA,"vallen",NA,2001-10-24,0,NA,"vallen"
"35655","73222","0",NA,"swooni",NA,2011-08-24,0,90,"swooni"
"35656","142085","0","drama","lost persons area",NA,2009-05-16,0,109,"lostpersonsarea"
"35657","75578","0","drama","mariken","VPRO Television",2000-12-07,0,92,"mariken"
"35659","15994","0",NA,"los",NA,2008-09-17,0,100,"los"
"35661","182545","0","comedy","bingo",NA,2013-03-26,0,NA,"bingo"
"35662","35639","0","family","k3 en het ijsprinsesje","Studio 100",2006-07-19,0,70,"k3enhetijsprinsesje"
"35665","255647","5400000","adventure","montevideo vidimo se ","Intermedia Network",2014-01-15,0,141,"montevideovidimose"
"35669","215908","0","drama","noah",NA,2013-09-09,0,18,"noah"
"35670","122619","0",NA,"la rabbia di pasolini",NA,2008-09-05,0,83,"larabbiadipasolini"
"35673","211220","1500000","documentary","the pig farm","Barna-Alper Productions",2011-01-01,0,90,"thepigfarm"
"35674","324930","0","horror","proof of the devil","SuperNormal Pictures",2015-02-10,0,75,"proofofthedevil"
"35675","374416","10000000","comedy","quo vado ",NA,2016-01-01,0,86,"quovado"
"35682","178189","0","documentary","inner worlds outer worlds","REM Publishing Ltd",2012-12-19,0,122,"innerworldsouterworlds"
"35683","325712","50000","action","cool cat saves the kids","Cool Cat Productions",2015-02-01,0,72,"coolcatsavesthekids"
"35684","317198","0","tv movie","bad hair day","Muse Entertainment Enterprises",2015-02-13,0,90,"badhairday"
"35685","84105","0","drama","frenemies",NA,2012-01-13,0,86,"frenemies"
"35686","286987","0","family","how to build a better boy","Schorr Pictures",2014-08-17,0,90,"howtobuildabetterboy"
"35687","271954","0","drama","su ve ateş",NA,2013-11-15,0,113,"suveateş"
"35688","54330","0",NA,"아기와 나",NA,2008-08-13,0,96,"아기와나"
"35689","129119","0","drama","araf","Match Factory, The",2012-09-21,0,124,"araf"
"35690","328480","0","thriller","kept woman","Incendo Productions",2015-02-28,0,85,"keptwoman"
"35691","284250","0","drama","halam geldi",NA,2014-01-15,0,NA,"halamgeldi"
"35692","82655","0","horror","the oregonian",NA,2011-01-24,0,81,"theoregonian"
"35693","325134","0","romance","sevimli tehlikeli",NA,2015-02-06,0,113,"sevimlitehlikeli"
"35694","159109","0","comedy","the rambler","Also Known As Pictures",2013-01-21,0,97,"therambler"
"35695","354216","0","horror","the devil s candy","Snoot Entertainment",2017-03-17,0,90,"thedevilscandy"
"35696","376358","0","romance","the son of an afghan farmer","Pilgrims 7 Corporation",2012-01-06,0,90,"thesonofanafghanfarmer"
"35697","174751","25000000","action","jane got a gun","Handsomecharlie Films",2016-01-01,1397284,98,"janegotagun"
"35698","45098","0","drama","슬픔보다 더 슬픈 이야기","Core Contents Media",2009-03-11,0,105,"슬픔보다더슬픈이야기"
"35699","57718","0","animation","megamind the button of doom","DreamWorks Animation",2011-02-25,0,16,"megamindthebuttonofdoom"
"35700","132873","0","documentary","die mondverschwörung","3 Sat",2011-04-21,0,85,"diemondverschwörung"
"35701","333360","0","documentary","peggy guggenheim art addict",NA,2015-11-06,0,97,"peggyguggenheimartaddict"
"35702","370665","26000000","crime","dilwale","Red Chillies Entertainment",2015-12-18,6.1e+07,158,"dilwale"
"35703","333596","12000000","drama","woodlawn","Sony Pictures",2015-10-15,14394097,123,"woodlawn"
"35704","331190","2000000","crime","captive","Itaca Films",2015-09-17,2801508,97,"captive"
"35705","299553","2000000","thriller","shark lake","FLF Films",2015-10-02,0,92,"sharklake"
"35706","360055","0","action","riot","Mainstay Productions",2015-09-27,0,88,"riot"
"35707","336313","0","fantasy","hell back","Freestyle Releasing",2015-10-02,157768,86,"hellback"
"35708","296244","200000","drama","plague","Burning Ships Productions",2014-10-30,0,86,"plague"
"35709","256959","0","science fiction","branco sai preto fica","Cinco da Norte",2014-09-20,0,95,"brancosaipretofica"
"35710","127363","0","drama","everyday",NA,2012-11-15,0,120,"everyday"
"35712","168379","0","foreign","azul y no tan rosa","Ibermedia",2012-11-27,0,114,"azulynotanrosa"
"35713","329440","10000000","horror","the forest","Lava Bear Films",2016-01-07,40055439,95,"theforest"
"35714","41518","0","drama","guzaarish","UTV Motion Pictures",2010-11-18,0,135,"guzaarish"
"35715","277934","0","romance","sadece sen",NA,2014-03-14,0,0,"sadecesen"
"35716","141901","0","fantasy","evim sensin",NA,2012-11-02,0,91,"evimsensin"
"35717","94555","0","drama","원더풀 라디오",NA,2012-01-05,0,120,"원더풀라디오"
"35721","39436","4000000","crime","non ho sonno","Medusa Film",2001-01-05,0,117,"nonhosonno"
"35722","277968","0","comedy","ich und kaminski","X-Filme Creative Pool",2015-09-17,0,124,"ichundkaminski"
"35723","127894","5000000","comedy","do not disturb","UGC Distribution",2012-10-03,0,120,"donotdisturb"
"35724","37460","4500000","action","रावण","Madras Talkies",2010-06-18,4200000,138,"रावण"
"35725","26379","3250000","drama","paa","A B Corp",2009-12-04,0,133,"paa"
"35726","27621","0","comedy","the cheetah girls one world","Walt Disney Pictures",2008-08-22,0,90,"thecheetahgirlsoneworld"
"35727","102632","6700000","action","राउडी राठौर","SLB Films Pvt. Ltd.",2012-06-01,3.1e+07,143,"राउडीराठौर"
"35728","279973","0","tv movie","nowhere safe","Gradual Elevate Media",2014-10-05,0,93,"nowheresafe"
"35729","210408","0","drama","aşk kırmızı","Sinegraf",2013-03-15,0,114,"aşkkırmızı"
"35730","291157","0","comedy","khoobsurat","Walt Disney Pictures",2014-09-19,0,131,"khoobsurat"
"35731","275269","5200000","thriller","wazir","Getaway Films",2016-01-07,9200000,102,"wazir"
"35732","283589","0","action","bang bang ","Fox Star Studios",2014-10-02,0,153,"bangbang"
"35733","258100","0","documentary","approaching the elephant",NA,2015-02-20,0,88,"approachingtheelephant"
"35736","313628","0","comedy","오늘의 연애","CJ Entertainment",2015-01-15,0,118,"오늘의연애"
"35737","138038","0","comedy","girl vs monster","Bad Angels Productions, Ltd.",2012-10-12,0,89,"girlvsmonster"
"35739","118026","0",NA,"コイ セント","Sunrise",2011-02-25,0,25,"コイセント"
"35740","284050","0","drama","mr kaplan","Razor Film Produktion GmbH",2014-11-21,0,0,"mrkaplan"
"35741","105991","0",NA,"la rizière",NA,2012-05-02,0,0,"larizière"
"35742","287497","0","drama","урок","Little Wing Productions",2014-09-04,0,111,"урок"
"35743","320420","0","documentary","love me",NA,2014-04-06,0,94,"loveme"
"35744","77194","0","adventure","風を見た少年","Brains Base",2000-07-22,0,97,"風を見た少年"
"35745","77855","0","drama","del amor y otros demonios","CMO Producciones",2009-03-26,0,95,"delamoryotrosdemonios"
"35747","204755","0","action","fuse memoirs of the hunter girl","Asmik Ace Entertainment",2012-10-20,0,110,"fusememoirsofthehuntergirl"
"35749","74842","0","adventure","鬼神伝","Sony Pictures Home Entertainment",2011-01-01,0,98,"鬼神伝"
"35750","122198","0","drama","linhas de wellington","Alfama Films",2012-10-13,0,151,"linhasdewellington"
"35751","173928","0","mystery","o mistério da estrada de sintra","Moonshot Pictures",2007-05-03,0,98,"omistériodaestradadesintra"
"35752","24154","0","drama","ミヨリの森","Fuji TV",2007-08-25,0,107,"ミヨリの森"
"35753","59297","0","adventure","アリーテ姫","Omega Project",2001-08-01,0,104,"アリーテ姫"
"35754","254277","0","documentary","tuulensieppaajat",NA,2014-02-01,0,93,"tuulensieppaajat"
"35755","321191","0","romance","허삼관","Next Entertainment World",2015-01-14,0,124,"허삼관"
"35756","349176","0","action","映画　暗殺教室","Fuji Television Network",2015-03-21,0,110,"映画　暗殺教室"
"35759","325173","0","action","close range","Bleiberg Entertainment",2015-12-11,0,80,"closerange"
"35773","29982","0","drama","unrelated","Raw Siena",2007-10-18,0,100,"unrelated"
"35775","215408","0","animation","cher ami iy yo ",NA,2009-06-19,0,85,"cheramiiyyo"
"35776","362703","0","action","diablo","Space Rock Studios",2016-01-08,0,83,"diablo"
"35777","289190","0","drama","felt",NA,2014-09-18,0,80,"felt"
"35778","54657","0","animation","lava kusa the warrior twins","RVML Animation",2010-10-08,0,120,"lavakusathewarriortwins"
"35779","347767","0","horror","la entidad","Star Films",2015-01-22,0,80,"laentidad"
"35780","57393","0","drama","africa united","Pathé Productions",2010-10-22,0,88,"africaunited"
"35782","253353","0","documentary","hannah montana miley cyrus best of both worlds concert","Walt Disney Pictures",2008-02-01,0,82,"hannahmontanamileycyrusbestofbothworldsconcert"
"35784","31237","0","documentary","morning light",NA,2008-03-12,0,97,"morninglight"
"35785","342502","3000000","thriller","awol 72","Triumphant Entertainment",2015-08-07,0,79,"awol72"
"35789","243442","0","comedy","un fantastico via vai","Rai Cinema",2013-12-12,0,95,"unfantasticoviavai"
"35790","196398","0","drama","2 automnes 3 hivers","Envie de tempête Productions",2013-10-11,0,90,"2automnes3hivers"
"35791","267310","0","documentary","der anständige","Medienwerkstatt Wien",2014-02-09,0,94,"deranständige"
"35792","256735","0","drama","the husband she met online","NB Thrilling Films",2013-10-26,0,90,"thehusbandshemetonline"
"35801","371759","0","drama","doctor who the husbands of river song","British Broadcasting Corporation (BBC)",2015-12-25,0,60,"doctorwhothehusbandsofriversong"
"35802","288463","0","crime","the guvnors","Fulwell 73",2014-06-24,0,95,"theguvnors"
"35803","115547","1000000","thriller","the rise fall of a white collar hooligan","Chata Pictures",2012-05-07,0,79,"therisefallofawhitecollarhooligan"
"35804","333675","0","adventure","band of robbers","Whitewater Films",2016-01-15,0,95,"bandofrobbers"
"35805","272548","0","comedy","moonwalkers","Nexus Factory",2015-03-14,0,107,"moonwalkers"
"35806","140229","0","drama","het meisje en de dood","Algemene Vereniging Radio Omroep (AVRO)",2012-11-15,0,127,"hetmeisjeendedood"
"35807","361671","0","drama","ellis","Unframed USA",2015-10-04,0,14,"ellis"
"35808","245697","0","drama","der böse onkel",NA,2011-10-26,0,100,"derböseonkel"
"35809","294825","0","thriller","rumors of wars","Wolf Pack Film Works",2014-05-02,0,0,"rumorsofwars"
"35812","150049","0","documentary","les nouveaux chiens de garde","J.E.M. Productions",2012-01-10,0,0,"lesnouveauxchiensdegarde"
"35813","13713","0","comedy","jean philippe","Fidélité Productions",2006-04-05,0,0,"jeanphilippe"
"35815","38883","0","crime","protéger et servir","M6 Films",2010-01-03,0,90,"protégeretservir"
"35816","322317","0","documentary","kristus elab siberis",NA,2015-01-28,0,85,"kristuselabsiberis"
"35820","329407","0","documentary","kansas miracles out of nowhere",NA,2015-03-24,0,78,"kansasmiraclesoutofnowhere"
"35822","212753","0","drama","empire of dirt","Téléfilm Canada",2013-11-22,0,99,"empireofdirt"
"35823","358238","0","drama","aimy in a cage",NA,2016-01-08,0,75,"aimyinacage"
"35824","376823","0","documentary","trophy kids",NA,2013-12-04,0,107,"trophykids"
"35825","303665","0","documentary","journey to le mans",NA,2014-10-23,0,92,"journeytolemans"
"35828","139712","0",NA,"marx reloaded",NA,2011-01-01,0,52,"marxreloaded"
"35829","106739","0","documentary","low clear",NA,2012-03-01,0,81,"lowclear"
"35830","372113","0",NA,"ahwak",NA,2015-09-24,0,0,"ahwak"
"35831","150054","0",NA,"نور عيني",NA,2010-05-10,0,102,"نورعيني"
"35832","321974","0","documentary","janis little girl blue","Jigsaw Productions",2015-09-09,0,106,"janislittlegirlblue"
"35834","253150","0","documentary","plastic galaxy the story of star wars toys","X-Ray Films",2014-01-15,0,70,"plasticgalaxythestoryofstarwarstoys"
"35835","137333","0","drama","uncanny","Shoreline Entertainment",2015-01-31,0,91,"uncanny"
"35836","371492","0","documentary","demain","France Film",2015-12-02,43471,118,"demain"
"35837","340401","0","horror","kartoffelsalat nicht fragen ","Take25 Pictures",2015-07-23,0,81,"kartoffelsalatnichtfragen"
"35840","293006","0","documentary","aliens on the moon the truth exposed",NA,2014-01-01,0,0,"aliensonthemoonthetruthexposed"
"35841","377206","0","action","army dog","Rogue Arts",2016-01-12,0,90,"armydog"
"35842","249926","0","romance","the 7 39","British Broadcasting Corporation (BBC)",2014-01-06,0,117,"the739"
"35843","72054","0","comedy","alle for én","Fridthjof Film",2011-02-10,0,82,"alleforén"
"35844","86987","0","action","arme riddere","Zentropa Entertainments",2011-12-02,0,86,"armeriddere"
"35845","89877","1000000","comedy","klassefesten","Nordisk Film",2011-10-13,0,105,"klassefesten"
"35846","270724","0","romance","分手大师","Enlight Pictures",2014-06-27,106640000,114,"分手大师"
"35847","286687","0","romance","love lesson",NA,2013-12-05,0,80,"lovelesson"
"35852","180813","0","documentary","one track heart the story of krishna das",NA,2013-05-08,0,74,"onetrackheartthestoryofkrishnadas"
"35853","356994","0","animation","wire cutters",NA,2014-07-26,0,9,"wirecutters"
"35855","315880","10000000","romance","la corrispondenza","Rai Cinema",2016-01-14,0,116,"lacorrispondenza"
"35856","340176","0","horror","リアル鬼ごっこ","Asmik Ace Entertainment",2015-07-11,0,85,"リアル鬼ごっこ"
"35857","361854","0","thriller","die dunkle seite des mondes","Film1",2016-01-14,0,97,"diedunkleseitedesmondes"
"35858","173056","32213","documentary","100 yen the japanese arcade experience","Strata Studios",2012-08-30,0,68,"100yenthejapanesearcadeexperience"
"35859","23382","0","crime","dark country","Hyde Park Films",2009-10-05,0,88,"darkcountry"
"35860","286697","0",NA,"songs from the north","Rosa Filmes",2014-08-08,0,72,"songsfromthenorth"
"35861","85696","0","drama","we ll take manhattan","Ovation Entertainment",2012-03-03,0,90,"welltakemanhattan"
"35863","220075","0","documentary","nine muses of star empire",NA,2014-09-25,0,82,"ninemusesofstarempire"
"35867","155336","0",NA,"fuck for forest",NA,2012-11-23,0,85,"fuckforforest"
"35870","76817","0","comedy","die reise ins glück",NA,2004-04-16,0,73,"diereiseinsglück"
"35871","187442","700000","comedy","asu mare","Tondero Films",2013-04-11,0,90,"asumare"
"35872","345875","0","thriller","the abandoned","IFC Films",2016-01-08,0,86,"theabandoned"
"35873","279997","0","comedy","i survived a zombie holocaust","38 Pictures Films",2014-08-25,0,104,"isurvivedazombieholocaust"
"35874","85032","0","drama","kotoko",NA,2011-11-26,0,91,"kotoko"
"35876","68184","5500000","comedy","cougar hunting","Aspen Productions",2011-04-22,0,102,"cougarhunting"
"35877","40768","0","documentary","flag wars","Independent Television Service (ITVS)",2003-05-01,0,86,"flagwars"
"35878","253304","0","documentary","evaporating borders","Transient Pictures",2014-03-11,0,68,"evaporatingborders"
"35879","79997","0","action","80 milionów","Canal+ Polska",2011-11-25,0,80,"80milionów"
"35880","50526","0","documentary","beats of freedom",NA,2009-03-12,0,0,"beatsoffreedom"
"35881","77600","0",NA,"jasne błękitne okna",NA,2007-01-07,0,92,"jasnebłękitneokna"
"35882","79516","0","action","鉄拳 ブラッド ベンジェンス","Asmik Ace Entertainment",2011-07-26,0,100,"鉄拳ブラッドベンジェンス"
"35884","36620","0","horror","drzazgi",NA,2008-01-01,0,0,"drzazgi"
"35885","26314","0","comedy","job czyli ostatnia szara komórka",NA,2006-11-03,0,95,"jobczyliostatniaszarakomórka"
"35886","176535","0","drama","wszystko będzie dobrze","Polski Instytut Sztuki Filmowej",2007-10-05,0,98,"wszystkobędziedobrze"
"35889","78326","0","thriller","czarny czwartek janek wiśniewski padł",NA,2011-02-25,0,100,"czarnyczwartekjanekwiśniewskipadł"
"35891","36626","0","comedy","lekcje pana kuki","Österreichischer Rundfunk (ORF)",2008-07-05,0,0,"lekcjepanakuki"
"35892","31855","0","drama","skazany na bluesa","Canal+Polska",2005-08-01,0,101,"skazanynabluesa"
"35893","13274","0","action","ラストオーダー ファイナルファンタジーvii ","Madhouse",2005-09-13,0,25,"ラストオーダーファイナルファンタジーvii"
"35894","16907","0","comedy","劇場版 naruto 大活劇 雪姫忍法帖だってばよ ","Bandai Visual Company (JAPAN)",2004-08-21,0,82,"劇場版naruto大活劇雪姫忍法帖だってばよ"
"35895","209385","0","drama","wałęsa człowiek z nadziei","Canal+Polska",2013-09-05,0,127,"wałęsaczłowiekznadziei"
"35896","36377","0",NA,"general nil",NA,2009-04-17,0,125,"generalnil"
"35897","144942","0","comedy","top gear the worst car in the history of the world","BBC",2012-11-19,0,73,"topgeartheworstcarinthehistoryoftheworld"
"35898","176037","0","thriller","supermarket",NA,2012-12-28,0,84,"supermarket"
"35899","329550","0","comedy","dzień dobry kocham cię ","Figaro Film Production Ltd.",2014-11-07,0,0,"dzieńdobrykochamcię"
"35900","38941","0",NA,"ile wazy kon trojanski ",NA,2008-12-26,0,117,"ilewazykontrojanski"
"35901","282768","0","comedy","maicol jecson",NA,2014-07-19,0,0,"maicoljecson"
"35905","85434","0","war","silencio en la nieve","Lietuvos Kinostudija",2011-12-16,0,114,"silencioenlanieve"
"35908","110372","0","horror","solos",NA,2008-04-07,0,74,"solos"
"35909","48431","0","thriller","trouble",NA,2005-03-09,0,0,"trouble"
"35912","63654","0","action","ko","R.S. Entertainment",2011-04-22,0,160,"ko"
"35913","71918","0","action","కింగ్",NA,2008-12-25,0,0,"కింగ్"
"35918","156981","0","horror","old 37","Big Picture Media Corporation",2015-03-21,0,84,"old37"
"35922","284514","0","action","anacleto agente secreto","Televisión Española (TVE)",2015-09-04,0,0,"anacletoagentesecreto"
"35923","351145","4000000","thriller","el desconocido","Vaca Films",2015-09-25,0,100,"eldesconocido"
"35924","38057","0","drama","宝葫芦的秘密","Centro Digital Pictures Ltd.",2007-06-29,0,85,"宝葫芦的秘密"
"35953","348678","0","comedy","en man som heter ove","Nordisk Film",2015-12-25,3371692,116,"enmansomheterove"
"35956","163312","0","drama","las","Legion Entertainment",2009-09-01,0,76,"las"
"35959","24041","0","drama","el cortez",NA,2006-10-05,0,94,"elcortez"
"35960","134409","0","documentary","decoding deepak","NALA Films",2012-03-11,0,83,"decodingdeepak"
"35961","334878","0","comedy","un peu beaucoup aveuglément","Cine Nomine",2015-05-06,0,90,"unpeubeaucoupaveuglément"
"35970","359807","0","documentary","chico artista brasileiro",NA,2015-11-26,0,115,"chicoartistabrasileiro"
"35973","373355","0","documentary","the lovers and the despot",NA,2016-09-23,0,100,"theloversandthedespot"
"35974","373451","0","music","michael jackson s journey from motown to off the wall","40 Acres & A Mule Filmworks",2016-02-06,0,110,"michaeljacksonsjourneyfrommotowntooffthewall"
"35975","326094","0","comedy","wiener dog","Killer Films",2016-06-24,0,88,"wienerdog"
"35976","276905","18000000","adventure","norm of the north","Lionsgate",2016-01-14,17062499,86,"normofthenorth"
"35977","323675","40000000","action","ride along 2","Universal Pictures",2016-01-14,124827316,102,"ridealong2"
"35978","312669","0","drama","maggie s plan","Round Films",2016-04-27,3351735,98,"maggiesplan"
"35979","377565","0","comedy","νοτιάς","Onion Films",2016-01-14,0,99,"νοτιάς"
"35980","53301","0","drama","yazı tura",NA,2004-09-24,0,102,"yazıtura"
"35982","59264","0",NA,"silvio forever",NA,2011-03-25,0,NA,"silvioforever"
"35983","27069","0","drama","the raspberry reich","Jürgen Brüning Filmproduktion",2004-01-17,0,90,"theraspberryreich"
"35984","366924","3500000","action","batman bad blood","DC Comics",2016-03-22,0,72,"batmanbadblood"
"35985","27748","0","comedy","15 the movie","27 Productions",2003-04-27,0,93,"15themovie"
"35986","256102","0","documentary","星国恋",NA,2013-07-10,0,70,"星国恋"
"35988","320005","0","drama","под электрическими облаками","MetraFilms",2015-02-10,80551,137,"подэлектрическимиоблаками"
"35989","211845","0","drama","the bible",NA,2013-03-03,0,440,"thebible"
"35993","309968","0","comedy","twisted seduction","TS1 Production",2010-01-01,0,85,"twistedseduction"
"35994","276898","0","documentary","spanish lake",NA,2014-06-13,0,82,"spanishlake"
"35995","217587","0","documentary","being ginger",NA,2013-08-25,0,69,"beingginger"
"35996","158431","10000000","adventure","slow burn","Blue Rider Pictures",2000-09-12,0,97,"slowburn"
"35997","46442","0","documentary","keep surfing",NA,2009-06-25,0,0,"keepsurfing"
"35998","53290","0","documentary","plastic planet","Neue Sentimental Film",2009-09-15,0,95,"plasticplanet"
"36002","274817","0","foreign","ウッジョブ 神去なあなあ日常","Toho Film (Eiga) Co. Ltd.",2014-05-10,0,116,"ウッジョブ神去なあなあ日常"
"36006","56083","0","comedy","hermanoteu na terra de godah","Melhores do mundo",2009-11-26,0,112,"hermanoteunaterradegodah"
"36008","67083","0","action","baadasssss cinema",NA,2002-01-01,0,58,"baadassssscinema"
"36009","87943","0","documentary","sisters in law","Vixen Films",2005-09-03,0,104,"sistersinlaw"
"36012","85729","0","comedy","moy paren angel","Paradise Group",2011-12-20,0,97,"moyparenangel"
"36013","255396","0",NA,"yardbird",NA,2012-05-16,0,13,"yardbird"
"36014","319888","23000000","comedy","eddie the eagle","Studio Babelsberg",2016-02-26,46152411,106,"eddietheeagle"
"36015","375290","4500000","thriller","airlift","T-Series",2016-01-22,3.2e+07,126,"airlift"
"36016","376047","0","romance","fitoor","UTV Motion Pictures",2016-02-12,0,131,"fitoor"
"36024","264036","0",NA,"небесный суд",NA,2012-05-31,0,0,"небесныйсуд"
"36026","64462","0","drama","samy y yo",NA,2002-07-11,0,85,"samyyyo"
"36027","65795","0","drama","la educación de las hadas",NA,2006-06-23,0,103,"laeducacióndelashadas"
"36028","161024","0",NA,"amorosa soledad","Rizoma Films",2009-03-05,0,82,"amorosasoledad"
"36029","35411","0","drama","el baile de la victoria",NA,2009-11-27,0,127,"elbailedelavictoria"
"36030","109690","0",NA,"en fuera de juego","Nadie es Perfecto",2012-06-01,0,106,"enfueradejuego"
"36031","222030","0",NA,"violet",NA,2014-02-02,0,0,"violet"
"36033","331962","0","drama","exposed","Emmett/Furla Films",2016-01-22,1787926,102,"exposed"
"36034","27428","0","mystery","스승의 은혜","U Zone Films",2006-08-03,0,93,"스승의은혜"
"36035","273973","0","documentary","carpet racers",NA,2009-01-01,0,0,"carpetracers"
"36036","301729","0","science fiction","terminus","Storm Vision Entertainment",2015-01-30,0,94,"terminus"
"36037","224885","0","drama","red wing",NA,2013-10-04,0,108,"redwing"
"36038","165718","201164","animation","キックハート","Production I.G.",2013-05-01,0,10,"キックハート"
"36039","329805","0","drama","mon roi","France 2 Cinéma",2015-10-21,282000,130,"monroi"
"36040","83617","0","comedy","mázli","Studio Mitte GmbH",2008-10-23,0,0,"mázli"
"36041","276883","0","documentary","the homestretch","Kartemquin Films",2014-06-19,0,90,"thehomestretch"
"36042","320181","0","science fiction","the perfect 46",NA,2014-10-28,0,97,"theperfect46"
"36043","283710","0","drama","野火",NA,2014-08-30,0,87,"野火"
"36045","255575","0",NA,"parviz",NA,2012-09-23,0,0,"parviz"
"36047","291154","0","drama","daawat e ishq","Yash Raj Films",2014-09-05,0,123,"daawateishq"
"36048","261815","0","drama","five star",NA,2014-04-17,0,88,"fivestar"
"36050","273899","13500000","drama","stonewall","Centropolis Entertainment",2015-09-18,187674,129,"stonewall"
"36051","337029","0","horror","frankenstein","Eclectic pictures",2015-10-30,0,89,"frankenstein"
"36052","345235","0","action","道士下山","Columbia Pictures",2015-07-03,0,113,"道士下山"
"36053","336807","0","drama","fatima","Istiqlal Films",2015-10-07,0,79,"fatima"
"36056","35021","0","drama","stara baśń kiedy słońce było bogiem","Agencja Produkcji Filmowej",2003-09-19,0,107,"starabaśńkiedysłońcebyłobogiem"
"36059","220029","0","drama","when i m sixty four",NA,2004-08-04,0,90,"whenimsixtyfour"
"36060","157293","0","drama","एबीसीडी","UTV Motion Pictures",2013-02-07,222000,160,"एबीसीडी"
"36062","220176","0","drama","관상","Pan Entertainment",2013-09-11,0,140,"관상"
"36063","377136","0",NA,"liquidation",NA,2007-01-10,0,644,"liquidation"
"36064","156220","0","documentary","the staircase ii the last chance",NA,2012-11-15,0,130,"thestaircaseiithelastchance"
"36065","67198","0","drama","provinces of night","Sony Pictures Home Entertainment",2010-02-06,0,105,"provincesofnight"
"36066","333387","0","thriller","the wannabe","Traction Media",2015-12-04,0,90,"thewannabe"
"36067","362057","0","drama","martyrs","Blumhouse Productions",2016-01-22,0,86,"martyrs"
"36068","353378","0","romance","big stone gap","Altar Identity Studios",2014-10-09,0,93,"bigstonegap"
"36069","300792","0","adventure","racing extinction",NA,2015-01-24,0,90,"racingextinction"
"36070","348069","0","documentary","capital c",NA,2015-09-24,0,87,"capitalc"
"36071","40700","0","drama","僕の初恋をキミに捧ぐ",NA,2009-10-24,0,122,"僕の初恋をキミに捧ぐ"
"36072","323435","0","thriller","one two","Bow and Arrow Entertainment",2015-08-01,0,90,"onetwo"
"36073","360030","0","documentary","lo and behold reveries of the connected world","Saville Productions",2016-03-04,0,98,"loandbeholdreveriesoftheconnectedworld"
"36074","378092","0","thriller","kill kane",NA,2016-03-01,0,74,"killkane"
"36075","378263","0","documentary","addicted to sexting",NA,2015-11-17,0,80,"addictedtosexting"
"36076","291851","0","drama","field of lost shoes","Brookwell-McNamara Entertainment",2015-03-30,0,96,"fieldoflostshoes"
"36077","50938","0","drama","กวน มึน โฮ","GMM Tai Hub (GTH)",2010-08-19,0,0,"กวนมึนโฮ"
"36078","117316","0","drama","zarim",NA,2007-06-06,0,80,"zarim"
"36079","352156","0","drama","looking for grace","Palace Films",2016-01-26,0,100,"lookingforgrace"
"36080","38677","0","action","అదుర్స్",NA,2010-01-13,0,150,"అదుర్స్"
"36081","25366","0","documentary","methadonia",NA,2005-10-06,0,87,"methadonia"
"36082","340243","0","drama","all mistakes buried",NA,2015-05-14,0,84,"allmistakesburied"
"36083","139777","0","drama","world without end","Scott Free Productions",2012-01-01,0,389,"worldwithoutend"
"36084","378350","1200000","drama","jättiläinen","Helsinki Filmi Oy",2016-01-22,0,97,"jättiläinen"
"36085","281968","0","drama","la sapienza","MACT Productions",2014-08-01,0,100,"lasapienza"
